"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Descrizione Sesso"";""Cl_età_0-5"";""Cl_età_06-12"";""Cl_età_13-18"";""Cl_età_19-24"";""Cl_età_25-34"";""Cl_età_35-44"";""Cl_età_45-54"";""Cl_età_55-64"";""Cl_età_65-74"";""Cl_età_over_75"""
"2022;""12005300"";""OSPEDALE S. GIOVANNI EVANGELISTA(TIVOLI)"";""Maschio"";""494"";""50"";""22"";""47"";""88"";""134"";""228"";""373"";""459"";""784"""
"2022;""12005300"";""OSPEDALE S. GIOVANNI EVANGELISTA(TIVOLI)"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12005400"";""OSP.'PAOLO COLOMBO' VELLETRI"";""Femmina"";""***"";""***"";""20"";""30"";""84"";""170"";""261"";""243"";""251"";""716"""
"2022;""12005400"";""OSP.'PAOLO COLOMBO' VELLETRI"";""Maschio"";""***"";""***"";""17"";""30"";""45"";""74"";""158"";""213"";""266"";""496"""
"2022;""12005900"";""OSPEDALE  PADRE PIO DI BRACCIANO"";""Femmina"";""***"";""***"";""***"";""***"";""8"";""15"";""38"";""64"";""124"";""488"""
"2022;""12005900"";""OSPEDALE  PADRE PIO DI BRACCIANO"";""Maschio"";""***"";""***"";""***"";""19"";""22"";""24"";""87"";""109"";""140"";""384"""
"2022;""12006100"";""OSPEDALE G. B. GRASSI"";""Femmina"";""482"";""11"";""65"";""227"";""917"";""714"";""365"";""434"";""450"";""1.207"""
"2022;""12006100"";""OSPEDALE G. B. GRASSI"";""Maschio"";""547"";""13"";""25"";""53"";""102"";""130"";""341"";""485"";""527"";""1.082"""
"2022;""12006500"";""CENTRO PARAPLEGICI OSTIA ' GENNARO DI RO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""9"";""20"";""21"";""36"""
"2022;""12006500"";""CENTRO PARAPLEGICI OSTIA ' GENNARO DI RO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""19"";""11"";""18"";""41"";""26"""
"2022;""12006601"";""OSPEDALE S.EUGENIO"";""Femmina"";""803"";""61"";""122"";""264"";""1.150"";""1.203"";""883"";""900"";""1.012"";""2.000"""
"2022;""12006601"";""OSPEDALE S.EUGENIO"";""Maschio"";""829"";""44"";""58"";""144"";""222"";""334"";""710"";""1.148"";""1.402"";""2.135"""
"2022;""12006602"";""OSPEDALE CTO.A.ALESINI"";""Femmina"";""***"";""***"";""28"";""48"";""95"";""117"";""260"";""415"";""411"";""519"""
"2022;""12006602"";""OSPEDALE CTO.A.ALESINI"";""Maschio"";""***"";""13"";""73"";""156"";""223"";""281"";""396"";""376"";""288"";""207"""
"2022;""12007100"";""OSPEDALE SAN PIETRO - FBF"";""Femmina"";""2.160"";""67"";""72"";""324"";""2.640"";""2.543"";""1.000"";""955"";""1.149"";""2.366"""
"2022;""12007100"";""OSPEDALE SAN PIETRO - FBF"";""Maschio"";""2.391"";""80"";""106"";""141"";""197"";""242"";""592"";""979"";""1.406"";""1.980"""
"2022;""12007200"";""DATO ERRATO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""***"";""***"""
"2022;""12007200"";""DATO ERRATO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""8"""
"2022;""12007200"";""OSPEDALE SAN GIOVANNI CALIBITA - FBF"";""Femmina"";""974"";""***"";""15"";""157"";""1.269"";""1.411"";""588"";""491"";""444"";""719"""
"2022;""12007200"";""OSPEDALE SAN GIOVANNI CALIBITA - FBF"";""Maschio"";""1.075"";""***"";""23"";""58"";""99"";""136"";""282"";""450"";""556"";""775"""
"2022;""12007300"";""OSPEDALE SAN CARLO DI NANCY"";""Femmina"";""***"";""13"";""40"";""116"";""303"";""725"";""1.135"";""1.200"";""1.062"";""1.377"""
"2022;""12007300"";""OSPEDALE SAN CARLO DI NANCY"";""Maschio"";""***"";""11"";""65"";""156"";""259"";""350"";""725"";""1.109"";""1.250"";""1.175"""
"2022;""12007400"";""OSP. GEN. DI ZONA 'CRISTO RE'"";""Femmina"";""762"";""***"";""29"";""130"";""984"";""1.147"";""590"";""531"";""496"";""557"""
"2022;""12007400"";""OSP. GEN. DI ZONA 'CRISTO RE'"";""Maschio"";""741"";""***"";""47"";""93"";""151"";""217"";""339"";""473"";""509"";""515"""
"2022;""12007500"";""OSPEDALE ISRAELITICO"";""Femmina"";""***"";""***"";""19"";""57"";""105"";""174"";""503"";""729"";""736"";""987"""
"2022;""12007500"";""OSPEDALE ISRAELITICO"";""Maschio"";""***"";""***"";""31"";""116"";""204"";""240"";""431"";""526"";""559"";""793"""
"2022;""12007600"";""MADRE GIUSEPPINA VANNINI"";""Femmina"";""221"";""***"";""11"";""98"";""457"";""406"";""469"";""501"";""609"";""1.567"""
"2022;""12007600"";""MADRE GIUSEPPINA VANNINI"";""Maschio"";""246"";""***"";""28"";""55"";""66"";""195"";""398"";""588"";""783"";""1.405"""
"2022;""12007900"";""CASA DI CURA VILLA DOMELIA S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""12"";""17"";""51"";""73"";""157"";""918"""
"2022;""12007900"";""CASA DI CURA VILLA DOMELIA S.R.L."";""Maschio"";""***"";""***"";""***"";""***"";""12"";""26"";""52"";""76"";""137"";""539"""
"2022;""12008200"";""VILLA DELLE QUERCE-POLIGEST"";""Femmina"";""***"";""***"";""***"";""***"";""11"";""29"";""76"";""147"";""253"";""833"""
"2022;""12008200"";""VILLA DELLE QUERCE-POLIGEST"";""Maschio"";""***"";""***"";""***"";""***"";""24"";""32"";""115"";""218"";""332"";""616"""
"2022;""12008200"";""VILLA DELLE QUERCE-POLIGEST"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12008500"";""MADONNA DELLA FIDUCIA"";""Femmina"";""***"";""***"";""***"";""16"";""17"";""46"";""66"";""84"";""75"";""158"""
"2022;""12008500"";""MADONNA DELLA FIDUCIA"";""Maschio"";""***"";""***"";""9"";""11"";""18"";""23"";""63"";""97"";""115"";""156"""
"2022;""12008700"";""CASA DI CURA POLICLINICO ITALIA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""19"";""66"";""157"";""365"""
"2022;""12008700"";""CASA DI CURA POLICLINICO ITALIA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""9"";""18"";""68"";""89"";""127"""
"2022;""12008800"";""I.N.I. SRL DIVISIONE MEDICUS HOTEL"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""9"";""15"";""33"";""73"";""307"""
"2022;""12008800"";""I.N.I. SRL DIVISIONE MEDICUS HOTEL"";""Maschio"";""***"";""***"";""***"";""***"";""6"";""15"";""19"";""34"";""57"";""146"""
"2022;""12008900"";""N.C.L. ISTITUTO DI NEUROSCIENZE S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""11"";""24"";""43"";""53"";""61"";""90"""
"2022;""12008900"";""N.C.L. ISTITUTO DI NEUROSCIENZE S.R.L."";""Maschio"";""***"";""***"";""***"";""***"";""20"";""26"";""51"";""77"";""85"";""59"""
"2022;""12009000"";""CASA DI CURA VILLA BENEDETTA"";""Femmina"";""***"";""***"";""18"";""25"";""57"";""109"";""142"";""115"";""90"";""114"""
"2022;""12009000"";""CASA DI CURA VILLA BENEDETTA"";""Maschio"";""***"";""***"";""13"";""18"";""16"";""23"";""52"";""91"";""74"";""94"""
"2022;""12009200"";""CASA DI CURA SANATRIX"";""Femmina"";""***"";""***"";""12"";""39"";""85"";""107"";""146"";""125"";""80"";""89"""
"2022;""12009200"";""CASA DI CURA SANATRIX"";""Maschio"";""***"";""6"";""11"";""21"";""46"";""69"";""154"";""152"";""97"";""121"""
"2022;""12009600"";""C.D.C. MADONNA DELLE GRAZIE"";""Femmina"";""***"";""***"";""24"";""37"";""55"";""120"";""259"";""280"";""299"";""405"""
"2022;""12009600"";""C.D.C. MADONNA DELLE GRAZIE"";""Maschio"";""***"";""***"";""52"";""84"";""134"";""164"";""253"";""431"";""350"";""323"""
"2022;""12009800"";""CASA DI CURA N.SIGNORA DELLA MERCEDE"";""Femmina"";""***"";""***"";""***"";""7"";""17"";""24"";""52"";""88"";""151"";""256"""
"2022;""12009800"";""CASA DI CURA N.SIGNORA DELLA MERCEDE"";""Maschio"";""***"";""***"";""14"";""16"";""21"";""41"";""70"";""141"";""156"";""240"""
"2022;""12010400"";""CASA DI CURA VILLA FULVIA SRL"";""Femmina"";""***"";""***"";""***"";""***"";""9"";""16"";""43"";""104"";""190"";""517"""
"2022;""12010400"";""CASA DI CURA VILLA FULVIA SRL"";""Maschio"";""***"";""***"";""***"";""8"";""14"";""14"";""48"";""64"";""92"";""184"""
"2022;""12010400"";""CASA DI CURA VILLA FULVIA SRL"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""14"";""17"";""24"";""193"""
"2022;""12010500"";""CASA DI CURA MARCO POLO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""29"";""44"";""150"";""86"";""90"""
"2022;""12010500"";""CASA DI CURA MARCO POLO"";""Maschio"";""***"";""***"";""***"";""***"";""8"";""***"";""10"";""56"";""62"";""41"""
"2022;""12010800"";""CASA DI CURA ASSUNZIONE DI MARIA SS"";""Femmina"";""***"";""***"";""17"";""77"";""172"";""228"";""200"";""118"";""51"";""52"""
"2022;""12010800"";""CASA DI CURA ASSUNZIONE DI MARIA SS"";""Maschio"";""***"";""***"";""8"";""32"";""49"";""39"";""30"";""43"";""28"";""38"""
"2022;""12011300"";""CASA DI CURA VILLA PIA"";""Femmina"";""***"";""***"";""***"";""23"";""109"";""252"";""310"";""219"";""219"";""698"""
"2022;""12011300"";""CASA DI CURA VILLA PIA"";""Maschio"";""***"";""***"";""9"";""24"";""52"";""91"";""209"";""308"";""385"";""739"""
"2022;""12011400"";""CASA DI CURA QUISISANA"";""Femmina"";""17"";""9"";""12"";""29"";""36"";""97"";""113"";""142"";""142"";""165"""
"2022;""12011400"";""CASA DI CURA QUISISANA"";""Maschio"";""30"";""25"";""23"";""27"";""41"";""33"";""115"";""134"";""161"";""189"""
"2022;""12011500"";""CASA DI CURA SANTA FAMIGLIA"";""Femmina"";""661"";""***"";""***"";""88"";""1.023"";""1.255"";""666"";""322"";""150"";""37"""
"2022;""12011500"";""CASA DI CURA SANTA FAMIGLIA"";""Maschio"";""711"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12011800"";""CASA DI CURA VILLA DEL ROSARIO"";""Femmina"";""***"";""***"";""10"";""16"";""26"";""64"";""100"";""156"";""168"";""207"""
"2022;""12011800"";""CASA DI CURA VILLA DEL ROSARIO"";""Maschio"";""***"";""***"";""22"";""21"";""21"";""41"";""65"";""119"";""188"";""190"""
"2022;""12011900"";""CASA DI CURA VILLA MAFALDA"";""Femmina"";""***"";""***"";""15"";""37"";""59"";""97"";""158"";""158"";""146"";""298"""
"2022;""12011900"";""CASA DI CURA VILLA MAFALDA"";""Maschio"";""***"";""***"";""48"";""47"";""52"";""68"";""125"";""144"";""186"";""277"""
"2022;""12012000"";""CASA DI CURA SAN DOMENICO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""22"";""28"";""36"";""49"""
"2022;""12012000"";""CASA DI CURA SAN DOMENICO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""12"";""46"";""33"";""55"""
"2022;""12012300"";""CASA DI CURA VILLA STUART"";""Femmina"";""***"";""***"";""29"";""27"";""49"";""51"";""112"";""121"";""86"";""57"""
"2022;""12012300"";""CASA DI CURA VILLA STUART"";""Maschio"";""***"";""***"";""78"";""95"";""91"";""101"";""178"";""138"";""52"";""53"""
"2022;""12012900"";""CASA DI CURA VILLA MARGHERITA"";""Femmina"";""25"";""***"";""11"";""28"";""130"";""279"";""217"";""267"";""293"";""298"""
"2022;""12012900"";""CASA DI CURA VILLA MARGHERITA"";""Maschio"";""22"";""***"";""26"";""34"";""39"";""59"";""137"";""180"";""307"";""342"""
"2022;""12013000"";""CASA DI CURA VILLA SANDRA"";""Femmina"";""***"";""***"";""***"";""***"";""9"";""13"";""57"";""145"";""335"";""345"""
"2022;""12013000"";""CASA DI CURA VILLA SANDRA"";""Maschio"";""***"";""***"";""***"";""6"";""19"";""38"";""125"";""256"";""330"";""274"""
"2022;""12013200"";""CASA DI CURA GUARNIERI SPA"";""Femmina"";""***"";""***"";""28"";""39"";""73"";""111"";""219"";""340"";""367"";""460"""
"2022;""12013200"";""CASA DI CURA GUARNIERI SPA"";""Maschio"";""***"";""***"";""16"";""47"";""91"";""109"";""240"";""346"";""377"";""432"""
"2022;""12013300"";""CASA DI CURA SALVATOR MUNDI"";""Femmina"";""15"";""13"";""30"";""98"";""40"";""100"";""113"";""140"";""140"";""291"""
"2022;""12013300"";""CASA DI CURA SALVATOR MUNDI"";""Maschio"";""53"";""49"";""56"";""49"";""35"";""65"";""129"";""185"";""218"";""324"""
"2022;""12013400"";""CASA DI CURA S.ANNA POMEZIA"";""Femmina"";""***"";""***"";""***"";""26"";""42"";""83"";""145"";""217"";""230"";""411"""
"2022;""12013400"";""CASA DI CURA S.ANNA POMEZIA"";""Maschio"";""***"";""***"";""12"";""51"";""83"";""126"";""245"";""329"";""297"";""357"""
"2022;""12013500"";""C.D.C. MATER MISERICORDIAE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""28"";""77"";""134"""
"2022;""12013500"";""C.D.C. MATER MISERICORDIAE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""17"";""35"";""37"""
"2022;""12013800"";""OSPEDALE SAN GIOVANNI BATTISTA-ACISMOM"";""Femmina"";""***"";""***"";""***"";""6"";""7"";""14"";""54"";""153"";""234"";""504"""
"2022;""12013800"";""OSPEDALE SAN GIOVANNI BATTISTA-ACISMOM"";""Maschio"";""***"";""***"";""***"";""8"";""23"";""35"";""83"";""172"";""190"";""273"""
"2022;""12013900"";""CLINICA LATINA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""20"";""258"""
"2022;""12013900"";""CLINICA LATINA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""8"""
"2022;""12014100"";""CASA DI CURA SANTO VOLTO"";""Femmina"";""***"";""***"";""***"";""8"";""10"";""25"";""50"";""34"";""43"";""36"""
"2022;""12014100"";""CASA DI CURA SANTO VOLTO"";""Maschio"";""***"";""***"";""15"";""7"";""17"";""16"";""31"";""40"";""34"";""19"""
"2022;""12014300"";""CONCORDIA HOSPITAL"";""Femmina"";""***"";""***"";""16"";""8"";""13"";""43"";""94"";""158"";""195"";""190"""
"2022;""12014300"";""CONCORDIA HOSPITAL"";""Maschio"";""***"";""***"";""38"";""58"";""73"";""92"";""129"";""159"";""136"";""75"""
"2022;""12014400"";""CLINICA VALLE GIULIA SPA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""9"";""20"";""18"";""21"";""26"""
"2022;""12014400"";""CLINICA VALLE GIULIA SPA"";""Maschio"";""***"";""***"";""6"";""***"";""***"";""***"";""26"";""35"";""43"";""44"""
"2022;""12014600"";""CASA DI CURA S.RITA DA CASCIA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""19"";""53"";""181"""
"2022;""12014600"";""CASA DI CURA S.RITA DA CASCIA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""14"";""17"";""33"""
"2022;""12015000"";""CASA DI CURA PIO XI"";""Femmina"";""***"";""9"";""16"";""20"";""59"";""118"";""255"";""335"";""285"";""416"""
"2022;""12015000"";""CASA DI CURA PIO XI"";""Maschio"";""***"";""***"";""32"";""49"";""77"";""121"";""241"";""505"";""450"";""630"""
"2022;""12015700"";""C.D.C. FABIA MATER"";""Femmina"";""51"";""***"";""7"";""50"";""186"";""320"";""372"";""300"";""298"";""248"""
"2022;""12015700"";""C.D.C. FABIA MATER"";""Maschio"";""63"";""***"";""21"";""69"";""104"";""129"";""242"";""399"";""443"";""285"""
"2022;""12015800"";""PAIDEIA INTERNATIONAL HOSPITAL"";""Femmina"";""***"";""***"";""15"";""15"";""37"";""63"";""99"";""118"";""126"";""114"""
"2022;""12015800"";""PAIDEIA INTERNATIONAL HOSPITAL"";""Maschio"";""***"";""***"";""15"";""21"";""34"";""39"";""98"";""117"";""140"";""141"""
"2022;""12015900"";""CASA DI CURA NUOVA VILLA CLAUDIA"";""Femmina"";""***"";""***"";""***"";""27"";""176"";""504"";""596"";""365"";""198"";""100"""
"2022;""12015900"";""CASA DI CURA NUOVA VILLA CLAUDIA"";""Maschio"";""***"";""***"";""8"";""9"";""23"";""31"";""82"";""176"";""228"";""127"""
"2022;""12016300"";""CASA DI CURA SAN FELICIANO"";""Femmina"";""***"";""***"";""27"";""43"";""104"";""116"";""213"";""339"";""394"";""572"""
"2022;""12016300"";""CASA DI CURA SAN FELICIANO"";""Maschio"";""***"";""***"";""64"";""89"";""139"";""149"";""225"";""267"";""269"";""281"""
"2022;""12016600"";""CASA DI CURA NUOVA ITOR"";""Femmina"";""***"";""***"";""12"";""32"";""62"";""83"";""251"";""404"";""447"";""655"""
"2022;""12016600"";""CASA DI CURA NUOVA ITOR"";""Maschio"";""***"";""***"";""28"";""48"";""116"";""153"";""222"";""351"";""360"";""568"""
"2022;""12016900"";""NUOVA CLINICA ANNUNZIATELLA"";""Femmina"";""***"";""***"";""***"";""7"";""25"";""63"";""95"";""59"";""43"";""51"""
"2022;""12016900"";""NUOVA CLINICA ANNUNZIATELLA"";""Maschio"";""***"";""***"";""***"";""13"";""25"";""39"";""72"";""138"";""197"";""123"""
"2022;""12017100"";""CASA DI CURA CITTA` DI ROMA"";""Femmina"";""***"";""***"";""***"";""***"";""6"";""15"";""30"";""63"";""127"";""360"""
"2022;""12017100"";""CASA DI CURA CITTA` DI ROMA"";""Maschio"";""***"";""***"";""***"";""***"";""15"";""17"";""66"";""118"";""176"";""321"""
"2022;""12017200"";""CASA DI CURA MATER DEI"";""Femmina"";""***"";""***"";""15"";""36"";""133"";""226"";""332"";""244"";""285"";""298"""
"2022;""12017200"";""CASA DI CURA MATER DEI"";""Maschio"";""24"";""28"";""65"";""40"";""39"";""36"";""123"";""210"";""253"";""426"""
"2022;""12017300"";""EUROPEAN HOSPITAL"";""Femmina"";""***"";""***"";""6"";""35"";""113"";""141"";""187"";""235"";""349"";""475"""
"2022;""12017300"";""EUROPEAN HOSPITAL"";""Maschio"";""***"";""***"";""19"";""34"";""74"";""109"";""263"";""472"";""692"";""626"""
"2022;""12017600"";""C.D.C. I.N.I. SRL"";""Femmina"";""***"";""***"";""***"";""6"";""18"";""77"";""214"";""444"";""596"";""1.326"""
"2022;""12017600"";""C.D.C. I.N.I. SRL"";""Maschio"";""***"";""***"";""***"";""8"";""27"";""102"";""238"";""418"";""707"";""1.093"""
"2022;""12018000"";""AURELIA HOSPITAL"";""Femmina"";""***"";""***"";""11"";""25"";""64"";""111"";""218"";""382"";""596"";""1.194"""
"2022;""12018000"";""AURELIA HOSPITAL"";""Maschio"";""***"";""***"";""36"";""71"";""104"";""186"";""348"";""721"";""958"";""1.058"""
"2022;""12019100"";""CASA DI CURA MERRY HOUSE/C.GERIATRICO RO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""29"";""61"";""480"""
"2022;""12019100"";""CASA DI CURA MERRY HOUSE/C.GERIATRICO RO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""17"";""30"";""57"";""311"""
"2022;""12019900"";""I.N.I. SRL  DIVISIONE VILLA DANTE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""48"";""100"";""416"""
"2022;""12019900"";""I.N.I. SRL  DIVISIONE VILLA DANTE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""13"";""22"";""45"";""80"";""209"""
"2022;""12020000"";""PRESIDIO OSPEDALIERO NORD"";""Femmina"";""800"";""192"";""138"";""247"";""1.003"";""754"";""506"";""650"";""851"";""1.725"""
"2022;""12020000"";""PRESIDIO OSPEDALIERO NORD"";""Maschio"";""942"";""275"";""158"";""107"";""224"";""313"";""581"";""1.021"";""1.433"";""1.919"""
"2022;""12020401"";""ALFREDO FIORINI TERRACINA"";""Femmina"";""***"";""***"";""10"";""15"";""35"";""46"";""110"";""151"";""224"";""711"""
"2022;""12020401"";""ALFREDO FIORINI TERRACINA"";""Maschio"";""***"";""***"";""36"";""44"";""66"";""96"";""139"";""214"";""289"";""567"""
"2022;""12020402"";""SAN GIOVANNI DI DIO FONDI"";""Femmina"";""278"";""***"";""10"";""90"";""511"";""398"";""170"";""110"";""103"";""310"""
"2022;""12020402"";""SAN GIOVANNI DI DIO FONDI"";""Maschio"";""275"";""***"";""***"";""***"";""15"";""20"";""39"";""72"";""123"";""279"""
"2022;""12020600"";""PRESIDIO OSPEDALIERO SUD"";""Femmina"";""483"";""79"";""68"";""135"";""456"";""392"";""236"";""301"";""425"";""1.014"""
"2022;""12020600"";""PRESIDIO OSPEDALIERO SUD"";""Maschio"";""530"";""98"";""45"";""70"";""95"";""160"";""289"";""416"";""624"";""966"""
"2022;""12020900"";""CASA DEL SOLE CLINICA TOMMASO COSTA"";""Femmina"";""***"";""***"";""10"";""23"";""53"";""98"";""218"";""282"";""396"";""543"""
"2022;""12020900"";""CASA DEL SOLE CLINICA TOMMASO COSTA"";""Maschio"";""***"";""***"";""30"";""65"";""88"";""114"";""243"";""402"";""473"";""643"""
"2022;""12021200"";""ISTIT CHIR ORTOP TRAUMATOLOGICO"";""Femmina"";""***"";""11"";""35"";""38"";""108"";""214"";""456"";""813"";""1.199"";""1.592"""
"2022;""12021200"";""ISTIT CHIR ORTOP TRAUMATOLOGICO"";""Maschio"";""***"";""23"";""136"";""160"";""248"";""333"";""699"";""949"";""1.087"";""960"""
"2022;""12021300"";""CLINICHE MODERNE SPA"";""Femmina"";""***"";""***"";""21"";""20"";""57"";""78"";""128"";""132"";""104"";""378"""
"2022;""12021300"";""CLINICHE MODERNE SPA"";""Maschio"";""***"";""***"";""22"";""67"";""69"";""75"";""105"";""136"";""157"";""285"""
"2022;""12021400"";""ISTITUTO FISIOTERAPICO C.FRANCESCHINI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""12"";""39"";""133"";""224"""
"2022;""12021400"";""ISTITUTO FISIOTERAPICO C.FRANCESCHINI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""13"";""41"";""78"";""77"""
"2022;""12021500"";""OSPEDALE CIITTA' DI APRILIA"";""Femmina"";""268"";""7"";""23"";""99"";""467"";""334"";""173"";""170"";""201"";""596"""
"2022;""12021500"";""OSPEDALE CIITTA' DI APRILIA"";""Maschio"";""310"";""***"";""22"";""40"";""74"";""86"";""140"";""214"";""265"";""463"""
"2022;""12021500"";""OSPEDALE CIITTA' DI APRILIA"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12021601"";""OSPEDALE  F. SPAZIANI  FROSINONE"";""Femmina"";""491"";""34"";""78"";""158"";""775"";""567"";""426"";""570"";""665"";""1.168"""
"2022;""12021601"";""OSPEDALE  F. SPAZIANI  FROSINONE"";""Maschio"";""590"";""53"";""75"";""78"";""161"";""241"";""472"";""768"";""1.250"";""1.433"""
"2022;""12021602"";""OSPEDALE SAN BENEDETTO ALATRI"";""Femmina"";""71"";""32"";""69"";""93"";""240"";""222"";""151"";""182"";""278"";""737"""
"2022;""12021602"";""OSPEDALE SAN BENEDETTO ALATRI"";""Maschio"";""114"";""38"";""63"";""42"";""106"";""143"";""228"";""321"";""338"";""477"""
"2022;""12022600"";""OSPEDALE CIVILE S.S.TRINITA` N.SEDE SORA"";""Femmina"";""392"";""39"";""67"";""78"";""539"";""482"";""402"";""496"";""554"";""954"""
"2022;""12022600"";""OSPEDALE CIVILE S.S.TRINITA` N.SEDE SORA"";""Maschio"";""429"";""34"";""58"";""40"";""70"";""107"";""237"";""395"";""669"";""846"""
"2022;""12022800"";""OSPEDALE S. SCOLASTICA CASSINO"";""Femmina"";""351"";""58"";""79"";""130"";""467"";""463"";""309"";""427"";""540"";""1.317"""
"2022;""12022800"";""OSPEDALE S. SCOLASTICA CASSINO"";""Maschio"";""402"";""76"";""91"";""106"";""156"";""199"";""408"";""540"";""818"";""1.198"""
"2022;""12023000"";""CASA DI CURA PRIV. S. ANNA S.R.L CASSINO"";""Femmina"";""***"";""***"";""10"";""31"";""68"";""119"";""145"";""121"";""108"";""128"""
"2022;""12023000"";""CASA DI CURA PRIV. S. ANNA S.R.L CASSINO"";""Maschio"";""***"";""***"";""10"";""26"";""54"";""81"";""100"";""131"";""159"";""147"""
"2022;""12023500"";""CASA DI CURA PRIV. VILLA SERENA CASSINO"";""Femmina"";""***"";""***"";""***"";""6"";""***"";""10"";""18"";""38"";""68"";""376"""
"2022;""12023500"";""CASA DI CURA PRIV. VILLA SERENA CASSINO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""14"";""24"";""61"";""123"";""232"""
"2022;""12023600"";""CASA DI CURA PRIV. SANTA TERESA ISOLA L."";""Femmina"";""***"";""***"";""8"";""12"";""22"";""52"";""75"";""124"";""114"";""81"""
"2022;""12023600"";""CASA DI CURA PRIV. SANTA TERESA ISOLA L."";""Maschio"";""***"";""***"";""27"";""47"";""62"";""82"";""123"";""140"";""84"";""34"""
"2022;""12024300"";""CASA DI CURA VILLA SALARIA S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""23"";""26"";""15"";""9"";""9"";""***"""
"2022;""12024300"";""CASA DI CURA VILLA SALARIA S.R.L."";""Maschio"";""***"";""***"";""***"";""***"";""***"";""7"";""***"";""***"";""8"";""6"""
"2022;""12024500"";""CENTRO RESIDENZIALE MEDICA GROUP"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""28"";""144"""
"2022;""12024500"";""CENTRO RESIDENZIALE MEDICA GROUP"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""28"";""93"""
"2022;""12024900"";""C.D.C. VILLA ANNA MARIA"";""Femmina"";""***"";""***"";""***"";""10"";""58"";""47"";""46"";""12"";""8"";""***"""
"2022;""12024900"";""C.D.C. VILLA ANNA MARIA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""12025400"";""ARS MEDICA SPA"";""Femmina"";""***"";""***"";""19"";""18"";""48"";""80"";""132"";""171"";""186"";""298"""
"2022;""12025400"";""ARS MEDICA SPA"";""Maschio"";""***"";""***"";""28"";""39"";""53"";""63"";""131"";""189"";""175"";""282"""
"2022;""12025600"";""ARSBIOMEDICA DELLA SAF GESTIONI SANITARI"";""Femmina"";""***"";""***"";""***"";""***"";""18"";""30"";""51"";""73"";""62"";""83"""
"2022;""12025600"";""ARSBIOMEDICA DELLA SAF GESTIONI SANITARI"";""Maschio"";""***"";""***"";""8"";""14"";""28"";""25"";""65"";""71"";""76"";""75"""
"2022;""12025700"";""CASA DI CURA S. MARIA DI LEUCA"";""Femmina"";""***"";""***"";""27"";""76"";""216"";""286"";""303"";""217"";""115"";""69"""
"2022;""12025700"";""CASA DI CURA S. MARIA DI LEUCA"";""Maschio"";""***"";""***"";""21"";""39"";""48"";""59"";""61"";""106"";""99"";""94"""
"2022;""12026200"";""CASA DI CURA VILLA MARIA IMMACOLATA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""12"";""135"""
"2022;""12026200"";""CASA DI CURA VILLA MARIA IMMACOLATA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""15"";""107"""
