orpha_code,name,expert_link,disorder_type,disorder_group,prevalence_class,prevalence_geo,prevalence_value,inheritance,age_of_onset,average_age_onset,average_age_death,complexity_score,complexity_level
440731,Deficit di L-ferritina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=440731,Anomalia biologica,Malattia,,Mondiale,,,,,,0,Bassa
440427,Proteinosi alveolare polmonare grave a esordio precoce da deficit di MARS,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=440427,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
440706,Deficit di ribosio-5-P isomerasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=440706,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
440987,Agenesia isolata della cistifellea,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=440987,Anomalia morfologica,Malattia,1-5 / 10 000,Mondiale,,,,,,2,Bassa
443084,Insufficienza del baroriflesso,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443084,Sindrome clinica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
443073,Malattia di Charcot-Marie-Tooth tipo 2S,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443073,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
442835,Encefalopatia epilettica indeterminata ad esordio precoce,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=442835,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
442582,Amiloidosi AH,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=442582,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
443197,Protoporfiria eritropoietica legata all'X,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443197,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
3008,Deficit di piruvato carbossilasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=3008,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
443192,"Sindrome della persona rigida, classica",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443192,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Europa,,,,,,0,Bassa
595,Miopatia centronucleare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=595,Gruppo di fenomi,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
443180,Ipotensione intracranica spontanea,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443180,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
443173,Psicosi postpartum,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443173,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
298,Encefalomiopatia neurogastrointestinale mitocondriale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=298,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
396,Singhiozzo cronico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=396,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
443236,Tachicardia ortostatica posturale da deficit di NET,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443236,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
552,MODY,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=552,Malattia,Malattia,1-5 / 10 000,Europa,,,,,,2,Bassa
854,Trombosi della vena porta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=854,Sindrome clinica,Malattia,1-9 / 100 000,Sweden,,,,,,3,Media
443098,Iperostosi interna del cranio,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443098,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
443087,"Disturbo 46,XY dello sviluppo sessuale da deficit testicolare di 17,20-desmolasi",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443087,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
443167,Carcinoma della linea mediana NUT,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443167,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
130,Sindrome di Brugada,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=130,Malattia,Malattia,1-5 / 10 000,Europa,,,,,,2,Bassa
277,Immunodeficienza combinata grave da deficit di adenosina deaminasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=277,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
443162,Microidranencefalia correlata a NDE1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443162,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
443804,Sindrome focale dell'arto rigido,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443804,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
443811,PGM3-CDG,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443811,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
443950,Malattia di Charcot-Marie-Tooth tipo 2 correlata a DNAJB2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443950,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
443988,Ventricolomegalia-malattia cistica renale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443988,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
444092,Sindrome autoimmune malattia polmonare interstiziale-artrite,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444092,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
444099,"Paraplegia spastica autosomica dominante, tipo 73",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444099,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
444138,Sindrome desquamazione cutanea-leuconichia-cheratosi puntata acrale-cheilite-nocche imbottite,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444138,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
444002,Sindrome da microdelezione 11q22.2q22.3,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444002,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
443995,Disostosi mandibolo-facciale con alopecia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=443995,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
444048,"Disgenesia ovarica 46,XX con bassa statura",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444048,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
444013,Deficit combinato della fosforilazione ossidativa tipo 23,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444013,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
444069,Sindrome fetale letale malformazione cerebrale-atresia duodenale-ipoplasia renale bilaterale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444069,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
444051,Sindrome da microdelezione 20q11.2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444051,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
444077,Sindrome deficit cognitivo-facies grossolana-cardiopatia-obesità-coinvolgimento polmonare-bassa statura-displasia scheletrica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444077,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
444072,Sindrome cerebello-facio-dentale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444072,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
444463,Sindrome anemia emolitica autoimmune-trombocitopenia autoimmune-immunodeficienza primitiva correlata a TPP2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444463,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
444490,Chilomicronemia familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444490,Malattia,Malattia,1-9 / 1 000 000,United States,,,,,,4,Media
444458,Difetto combinato della fosforilazione ossidativa tipo 24,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=444458,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
445110,Distrofia muscolare dei cingoli da deficit di POMK,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=445110,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
445062,Sindrome diabete mellito ad esordio giovanile-neurodegenerazione centrale e periferica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=445062,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
445038,Sindrome aciduria 3 metilglutaconica-cataratta neonatale-interessamneto neurologico-neutropenia congenita,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=445038,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
445018,Immunodeficienza combinata da deficit di LRBA,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=445018,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
447731,Deficit di NIK,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447731,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
447737,Immunodeficienza combinata da deficit di DOCK2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447737,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
447881,Sindrome idiopatica della testa cadente,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447881,Sindrome clinica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
447896,Sindrome tremore-atassia-ipomielinizzazione centrale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447896,Sottotipo clinico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
447893,Sindrome ipomielinizzazione-atrofia cerebellare-ipoplasia del corpo calloso,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447893,Sottotipo clinico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
447788,Deficit visivo cerebrale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447788,Sindrome clinica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
447795,Deficit di lipoil transferasi 2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447795,Anomalia biologica,Malattia,Non ancora documentata,Mondiale,,,,,,0,Bassa
447784,Deficit del trasportatore mitocondriale del piruvato,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447784,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
447757,Paraplegia spastica autosomica dominante tipo 9B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447757,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
447753,Paraplegia spastica autosomica dominante tipo 9A,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447753,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
447760,Paraplegia spastica autosomica recessiva tipo 9B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=447760,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
412066,Demenza neurodegenerativa PRKAR1B-correlata con filamenti intermedi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=412066,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
412057,Atassia cerebellare autosomica recessiva da deficit di STUB1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=412057,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
412181,Epidermolisi bollosa semplice da deficit di BP230,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=412181,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
412069,"Sindrome da disabilità intellettiva, apnea ostruttiva del sonno e dismorfismi sfumati correlata a AHDC1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=412069,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
412189,Epidermolisi bollosa semplice da deficit di exofilina 5,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=412189,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
412217,Sindrome da distonia e afonia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=412217,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
412206,Deficit primitivo dell'eruzione dei denti,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=412206,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
418959,Carcinoma a cellule squamose dello stomaco,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=418959,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
418945,"Carcinoma dell'esofago, tipo ghiandola salivare",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=418945,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
418951,Carcinoma non differenziato dell'esofago,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=418951,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
420179,Sindrome da iperaccrescimento di Malan,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420179,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
415286,Encefalopatia da bilirubina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=415286,Gruppo di fenomi,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
420789,Encefalopatia autoimmune con parasonnia e apnea ostruttiva durante il sonno,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420789,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420794,Displasia cono-spondilare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420794,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
420702,"Neutropenia congenita grave, autosomica recessiva, da deficit di CSF3R",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420702,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420728,Difetto combinato della fosforilazione ossidativa tipo 20,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420728,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420733,"Difetto combinato della fosforilazione ossidativa, tipo 21",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420733,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420741,Sindrome RIDDLE,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420741,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
420492,"Distonia cervicale a esordio nell'età adulta, tipo DYT23",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420492,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420402,Sindrome da deiscenza del canale semicircolare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420402,Sindrome clinica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
420429,"Malattia da deposito di glicogeno da deficit di maltasi acida, a esordio tardivo",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420429,Sottotipo clinico,Sottotipo della malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
420584,Sindrome polidattilia postassiale-anomalie dell'adenoipofisi-dismorfismi facciali,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420584,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
420699,"Neutropenia congenita grave, autosomica recessiva, da deficit di CXCR2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420699,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420686,Sindrome capelli lanosi-cheratoderma palmoplantare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420686,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420561,Sindrome di Temple-Baraitser,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420561,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420573,Immunodeificienza combinata grave da deficit di CTPS1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420573,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
420566,Disturbo emorragico da deficit di CalDAG-GEFI,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=420566,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
423461,"Mucolipidosi, tipo III alfa/beta",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423461,Sottotipo clinico,Sottotipo della malattia,1-5 / 10 000,Mondiale,,,,,,2,Bassa
423470,"Mucolipidosi, tipo III gamma",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423470,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
423454,Sindrome da anomalie delle unghie e dei denti - cheratoderma palmoplantare marginale - iperpigmentazione orale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423454,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
423384,"Neutropenia congenita grave, autosomica recessiva, da deficit di JAGN1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423384,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
423296,"Atassia spinocerebellare, tipo 38",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423296,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
423306,"Sindrome da microcefalia, bassa statura, disabilità intellettiva e dismorfismi facciali",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423306,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
423717,Larva migrans cutanea,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423717,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
423479,Disabilità intellettiva legata all'X-spasticità degli arti-distrofia della retina-deficit di arginina vasopressina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423479,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
422526,Carcinoma renale ereditario a cellule chiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=422526,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
423275,"Atassia spinocerebellare, tipo 40",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423275,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
424065,Carcinoma pseudopapillare solido del pancreas,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424065,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424058,Carcinoma mucinoso papillare intraduttale del pancreas,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424058,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424080,Carcinoma non differenziato del pancreas con cellule giganti simili ad osteoclasti,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424080,Malattia,Malattia,<1 / 1 000 000,Belgium,,,,,,5,Alta
424073,Cistoadenocarcinoma sieroso del pancreas,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424073,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424107,Miopatia congenita a esordio simil-miastenico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424107,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
424099,Sindrome microftalmia colobomatosa-displasia rizomelica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424099,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
424261,"Distrofia muscolare dei cingoli autosomica recessiva, tipo 2Y",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424261,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
424016,Adenocarcinoma del canale anale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424016,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
424027,"Epilessia mioclonica progressiva, tipo 8",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424027,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
424019,Carcinoma a cellule squamose del canale anale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424019,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
424039,Carcinoma a cellule squamose del pancreas,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424039,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424053,Cistadenocarcinoma mucinoso del pancreas,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424053,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424046,Carcinoma a cellule acinose del pancreas,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424046,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
423968,Carcinoma a cellule squamose dell'intestino tenue,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423968,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
423994,Carcinoma a cellule squamose del colon,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423994,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424002,Carcinoma a cellule squamose del retto,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424002,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
423786,Carcinoma non differenziato dello stomaco,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423786,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
423894,Sindrome microcefalia-neuropatia assonale sensitivo-motoria complessa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=423894,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
431140,"Sindrome legata all'X da microftalmia colobomatosa, microcefalia, disabilità intellettiva e bassa statura",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431140,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
425120,Vasculopatia associata a STING ad esordio infantile,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=425120,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
424943,Adenocarcinoma del fegato e delle vie biliari intraepatiche,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424943,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
424970,Carcinoma indifferenziato del fegato e delle vie biliari intraepatiche,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424970,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424991,Adenocarcinoma della cistifellea e delle vie biliari extraepatiche,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424991,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
424996,Carcinoma a cellule squamose della cistifellea e delle vie biliari extraepatiche,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424996,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424975,Carcinoma a cellule squamose del fegato e delle vie biliari intraepatiche,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424975,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
424982,Cistoadenocarcinoma biliare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=424982,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
431361,Encefalopatia progressiva con leucodistrofia da deficit di DECR,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431361,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
431353,Malattia veno-occlusiva polmonare e/o emangiomatosi capillare polmonare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431353,Categoria,Gruppo di malattie,<1 / 1 000 000,France,,,,,,5,Alta
431341,Pervietà dell'uraco,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431341,Anomalia morfologica,Malattia,1-9 / 100 000,United States,,,,,,3,Media
431344,Seno uracale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431344,Anomalia morfologica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
431272,Distrofia muscolare scapolo-peroneale legata all'X,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431272,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
431329,"Paraplegia spastica autosomica recessiva, tipo 57",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431329,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
431255,Atrofia muscolare spinale scapolo-peroneale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431255,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
431149,Immunodeficienza combinata da deficit di OX40,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431149,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
431166,Immunodeficienza primitiva con infezione virale post-vaccinazione anti morbillo-parotite-rosolia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=431166,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
435438,"Epilessia mioclonica progressiva, tipo 7",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=435438,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
435387,"Malattia di Charcot-Marie-Tooth autosomica dominante, tipo 2, da mutazione di VCP",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=435387,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
435329,Fibroma ossificante familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=435329,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
434179,"Sindrome orofaciodigitale, tipo 14",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=434179,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
504476,Sindrome atassia cerebellare con neuropatia e areflessia vestibolare bilaterale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=504476,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
504523,Immunodeficienza combinata grave da deficit di LAT,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=504523,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
504530,Immunodeficienza combinata da deficit di moesina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=504530,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
